caller_id,question,parentintent,childintent,answer
9154901,Can you assist me with logging into my account?,Account Management,Password Reset,"Yes, I can assist you with logging into your account."
9154901,Can you try using a computer to log in?,Account Management,Password Reset,"Yes, please try using a computer to log in."
9155454,When will my service be restored?,Payments,Payment Arrangement,"It may take a few days, possibly until the 27th."
9155454,What is the available speed for my plan?,Payments,Payment Arrangement,40 megabytes for $50
9155454,How much is my bill?,Payments,Payment Arrangement,$66.20 
9155454,Can I have my service restored before paying?,Payments,Payment Arrangement,"Yes, we can install it first and you can pay on your next bill."
9155454,How many devices can I connect to the same router?,Payments,Payment Arrangement,Up to 4 devices.
9155454,Can I switch from prepaid to postpaid?,Payments,Payment Arrangement,"Yes, you can."
9155454,What is the difference between prepaid and postpaid?,Payments,Payment Arrangement,"With prepaid, you pay in advance and don't have billing cycles or late fees."
9155454,Will my current plan support all my devices?,Payments,Payment Arrangement,"Yes, it should be able to handle 5 devices."
9155454,How much does it cost to restore my service?,Payments,Payment Arrangement,I need to check your account to give you an exact amount.
9155454,Is this a prepaid account?,Payments,Payment Arrangement,Yes
9155454,Why haven't you been able to pay the bill?,Payments,Payment Arrangement,We haven't been able to because we just had a kid.
9155454,Can I call back to schedule the installation?,Payments,Payment Arrangement,"Yes, you can call back and let us know."
9155454,Can you check my service address?,Payments,Payment Arrangement,"500 Elm Street Apartment 24, Clearance, ME 36343-7"
9155454,Can I schedule the installation for a specific date?,Payments,Payment Arrangement,"Yes, you can schedule it for today."
9155660,Why can't I log into the app?,Account Management,Password Reset,The app is telling me that there's no record of my email address or account number.
9155660,Why can't I log into my internet?,Account Management,Password Reset,I changed my password with a representative and now neither of my passwords are working.
9155660,Is this the only account I have?,Account Management,Password Reset,"Yes, this is the only account."
9155660,Can I do anything on the app?,Account Management,Password Reset,"Yes, you can do everything on the app."
9156215,Why is my bill so high?,Payments,Payment Dispute,The total amount due is $403.20.
9156215,What is the status of my bill?,Payments,Payment Dispute,The last payment we received was in December. We have not received any payment since then.
9156215,How long do I have to make the payment?,Payments,Payment Dispute,You have until the 29th of the month to make the payment.
9156215,Can you please leave the bill alone and not set up a payment arrangement?,Payments,Payment Dispute,"Okay, we will not set up a payment arrangement. You can make the payment by the due date."
9156215,How much would it be if I pay in installments for three months?,Payments,Payment Dispute,The total amount due is $184.42. It can be split into three installments.
9156215,Can I leave the bill as it is without setting up a payment arrangement?,Payments,Payment Dispute,"Yes, you can leave the bill as it is and make the payment by the due date."
9162444,Will my bandwidth start over on the second of each month?,Billing,Bill Cycle Date,"Yes, your bandwidth will start over on the second of each month."
9162444,When does my billing cycle begin again?,Billing,Bill Cycle Date,Your billing cycle starts from the second of every month.
9162660,Will the payment be automatically withdrawn?,Account Management,Update Card On File,It will be automatically credited on the card and it will automatically do the automatic withdrawal every once in a while.
9162660,Can I update my card on file?,Account Management,Update Card On File,"Yes, it's the debit card that renews itself every five or six years and so we have a new card."
9162660,How can I update my account information?,Account Management,Update Card On File,We were just trying to change our account information since we got an updated debit card and there's no choices to just plain old update your account information.
9162660,Do I need to have a login for bright speed?,Account Management,Update Card On File,We don't have a login for bright speed and we used to have century bank but I don't know if we have logged into anything.
9162660,Do I need to have verification from the account holder?,Account Management,Update Card On File,Do we have her to get verification? She's sitting right here beside me but I can always take care of the bills.
9162660,What is the service address associated with the account?,Account Management,Update Card On File,Two oh three amy drive camden north carolina two seven nine two one.
9162660,Can I use special characters for the user ID?,Account Management,Update Card On File,"Can you put a capital dog, I mean that with a d, dio ug, nineteen ninety three, and an exclamation point."
9162660,Do I need to provide the card information?,Account Management,Update Card On File,Hey sir doug can take over the phone no if he will provide the card information since you're already verified your account.
9162660,Do I need to make a payment today?,Account Management,Update Card On File,We do need to make the payment for today. Is that already went through on the card?
9164323,The voicemail feature is missing from my account. What should I do?,Account Management,Service Settings,You need to contact our business office and add that feature to your account.
9164323,What is the service address for this account?,Account Management,Service Settings,"The service address is 118 East Saint James Street in Tar Borough, North Carolina."
9164323,My account has been reviewed and there is an internet service added which I didn't ask for. Can you remove it?,Account Management,Service Settings,I apologize for the inconvenience. You need to inform the account manager to remove the unwanted internet service.
9164323,What number should I call to contact the business office?,Account Management,Service Settings,You can call 833-692-7773 to contact the business office.
9164323,Can you also remove the DSL service from my account?,Account Management,Service Settings,"Yes, we can remove the DSL service from your account. Please inform the account manager about it."
9164323,I've had issues with my service. Can you help?,Account Management,Service Settings,"Yes, I can help. Please provide me with your phone number."
9164323,Is this a new service?,Account Management,Service Settings,"Yes, it is a new service."
9164323,How do I contact the business office?,Account Management,Service Settings,You can call in to our business office to get the voicemail feature added.
9164603,What is the name of the additional discount on top of ACP?,Payments,Account Credit,The name of the additional discount is not mentioned in the conversation.
9164603,Is the credit for the service that did not start yet reflected on the bill?,Payments,Account Credit,"Yes, it should be reflected on the bill."
9164603,When did the service start working again?,Payments,Account Credit,The service started working again after October 25th.
9164603,Will the discount for low income be reflected on the next bill?,Payments,Account Credit,"Yes, the discount will be reflected on the next bill."
9164603,Can the customer get a return label for the old modem?,Payments,Account Credit,"Yes, the customer can search for ""Bright Speed return modem"" on Google and click on the first link to start the return process."
9164603,What is the issue with the billing?,Payments,Account Credit,There were billing errors and the customer was supposed to receive a credit for the service that did not start until a couple of weeks ago.
9164603,Is there a different number for business accounts?,Payments,Account Credit,"No, it's the same number, but there may be automated voice options for business accounts."
9170109,Can you help me if I don't have internet?,Billing,Payment Arrangement,"If we can be of any help to you, just give us a call."
9170109,Can I get assistance with anything else?,Billing,Payment Arrangement,Not a problem. Is there anything else I can assist you with today?
9170109,Do you provide internet services?,Billing,Payment Arrangement,"Yes, we provide internet services. Do you have an account number?"
9170109,What is my balance?,Billing,Payment Arrangement,You have paid seventy dollars already in mid-May and have a seventy-four dollar balance.
9170109,Can internet services save me money if I'm paying for TV services?,Billing,Payment Arrangement,"Yes, if you're paying for TV services, having internet services can save you quite a bit of money."
9170109,Can I get an extension on my bill?,Billing,Payment Arrangement,"Alright ma'am, can I get your name please?"
9170109,Can you make a note of it for me?,Billing,Payment Arrangement,"Sure, I'll make a note of it for you."
9170286,Can I get a discount on my bill?,Payments,Account Credit,I can offer you a $25 credit on your bill. Is that acceptable?
9170286,Why was my service not working for over two weeks?,Payments,Account Credit,I apologize for the inconvenience. Can you please provide me with your name and the last four digits of your social security number so I can check your account?
9170286,Will I receive a refund automatically?,Payments,Account Credit,"Yes, the refund will be sent to you via mail within 30 to 45 business days."
9170286,Can I keep the modem?,Payments,Account Credit,"Yes, you can keep the modem."
9170286,Can I get a refund for the time I didn't have service?,Payments,Account Credit,"Yes, we can process a refund for the time you were without service. It will be sent to you via mail within 30 to 45 business days."
9170286,Can you connect me with the department to discontinue service?,Payments,Account Credit,You're in the right department. I can assist you with discontinuing the service.
9170286,Can I delay my bill payment for next month?,Payments,Account Credit,"Yes, you can delay your bill payment for next month."
9170286,Can you cancel the service and return my wife's pending payments?,Payments,Account Credit,"Yes, we can cancel the service and refund your wife's pending payments. Additionally, I will apply a $15 credit to your account."
9173810,Can I pay my bill now?,Billing,Others,"Yes, you can pay your bill now."
9173810,How much is my total bill?,Billing,Others,Your total bill is fifty-four dollars and eighty-seven cents.
9173810,Can I pay with a checking account?,Billing,Others,"Yes, you can pay with a checking account."
9173810,Will I receive a receipt and confirmation number?,Billing,Others,"Yes, you will receive a receipt and confirmation number to your email address."
9173810,Is there a convenience fee for paying my bill now?,Billing,Others,"Yes, there is a convenience fee of three dollars and fifty cents for paying your bill now."
9173810,Where is my bill for this month?,Billing,Others,I haven't received my bill for this month.
9173810,Can you email me a copy of the bill?,Billing,Others,"Yes, I can email you a copy of the bill."
9173810,What is the routing number for my checking account?,Billing,Others,The routing number for your checking account is [redacted].
9173810,Can I pay my bill without the invoice?,Billing,Others,"Yes, you can pay your bill without the invoice."
9173810,Can you check if my bill has been delivered?,Billing,Others,I will check if your bill has been delivered.
9179314,Can I set up a payment plan?,Billing,Payment Arrangement,"Yes, you can set up a payment plan to pay off your bill over time."
9179314,How much does a home phone cost?,Billing,Payment Arrangement,A home phone costs $85 per month plus tax.
9179314,Can I get a reduction on my bill?,Billing,Payment Arrangement,You may be eligible for a reduction on your bill depending on your circumstances.
9179314,How can I explore reductions available for my bill?,Billing,Payment Arrangement,You can explore reductions available for your bill by speaking to the appropriate person.
9179314,Can I get a discount on my bill if I add a home phone?,Billing,Payment Arrangement,"No, adding a home phone will not result in a discount on your bill."
9179314,Can I get a better cell phone coverage?,Billing,Payment Arrangement,"Yes, you can improve your cell phone coverage by adding a home phone to your plan."
9179314,Can I download the Brightly Speaking app to manage my account?,Billing,Payment Arrangement,"Yes, you can download the Brightly Speaking app to manage your account."
9179314,Can I add a home phone to my plan?,Billing,Payment Arrangement,"Yes, you can add a home phone to your plan for an additional cost."
9179314,Can I pay my bill in installments?,Billing,Payment Arrangement,"Yes, you can pay your bill in six monthly installments."
9179314,Can I set up autopay for my bill?,Billing,Payment Arrangement,"Yes, you can set up autopay for your bill, but it is not recommended if you have a payment plan."
9179314,Can I get a better internet connection by adding a home phone?,Billing,Payment Arrangement,"Yes, adding a home phone can improve your internet connection."
9179314,Can I get a landline phone instead of a cell phone?,Billing,Payment Arrangement,"Yes, you can get a landline phone instead of a cell phone."
9179314,Can I pay a portion of my bill today and the rest on the due date?,Billing,Payment Arrangement,"Yes, you can pay a portion of your bill today and the remaining amount on the due date."
9179314,How much is my regular bill?,Billing,Payment Arrangement,Your regular bill is $55 per month.
9179314,Can I get protection against cyber threats?,Billing,Payment Arrangement,"Yes, you can get protection against cyber threats for $10 per month."
9179314,Is there a fee for paying my bill over the phone?,Billing,Payment Arrangement,"Yes, there is a $3.50 fee for paying your bill over the phone."
9179339,Can you confirm the payment confirmation number?,Billing,Bill Dispute,"Yes, the payment confirmation number is 1465 8092 67."
9179339,Can you check if there's any issue with my phone services?,Billing,Bill Dispute,"Yes, I can check for any issues with your phone services."
9179339,What is the fastest internet speed you offer?,Billing,Bill Dispute,The fastest internet speed we offer is 155 Mbps.
9179339,Can you help me with my billing issue?,Billing,Bill Dispute,"Yes, I can assist you with your billing issue."
9179339,"I received an email about my charges for this month, but I want to make sure the amount is correct before I pay. Can you help me with that?",Billing,Bill Dispute,"Of course, I can review your account and verify the amount for you."
9179339,How can I pay my bill without a fee?,Billing,Bill Dispute,You can pay your bill without a fee by using a check or debit card.
9179339,Can you confirm the cancellation of wire protection and long distance calls?,Billing,Bill Dispute,"Yes, the wire protection and long distance calls have been canceled."
9179339,Can I pay the bill now?,Billing,Bill Dispute,"Yes, you can make the payment now."
9179339,Will my billing amount change next month?,Billing,Bill Dispute,"Yes, your billing amount will change in the next billing cycle."
9179339,What should I do if I have a faulty jack or need wiring repaired?,Billing,Bill Dispute,"You can contact us when the time comes, and we will take care of it."
9183252,Can I confirm that I don't owe anything?,Billing,Request Bill Copy,"Yes, I have processed the payment and removed the $1.25."
9183252,Do I need to send a payment?,Billing,Request Bill Copy,"No, you don't need to send a payment."
9183252,What is the password on file?,Billing,Request Bill Copy,"The password on file is ""redactpin""."
9183252,Will I be getting a statement?,Billing,Request Bill Copy,"Yes, you will be receiving a billing statement."
9183252,Can you verify my billing address?,Billing,Request Bill Copy,"Your billing address is 1965 Walnut Line Road, Fayette, Alabama."
9183252,Can I apply the $1.24 to my next bill?,Billing,Request Bill Copy,"Yes, I will take care of the $1.24 for you."
9184324,What is the website for retrieving the return label?,Account Management,Close Account,The website is www.brightsp.com/reach.
9184324,Is it an apartment or a house?,Account Management,Close Account,"It's an apartment, the apartment number is 625."
9184324,Can you provide a cell phone number for placing the order?,Account Management,Close Account,"Sure, my cell phone number is 601-938-3499."
9184324,Is there a charge for returning the equipment?,Account Management,Close Account,There could be a charge up to $150 for returning the equipment.
9184324,Can you send me a text message with information?,Account Management,Close Account,"Yes, I can send you a text message with the information."
9184324,Do you provide service in my new location?,Account Management,Close Account,I already have cable there but it's $1525.
9184324,How do I return the equipment?,Account Management,Close Account,You just need to attach the return label and take it to any local UPS provider by December 20th.
9184324,When can I have the services canceled?,Account Management,Close Account,The services can be canceled today because I've already moved.
9184324,What is the address of your new location?,Account Management,Close Account,"The address is East Pass Road, Gulfport, Mississippi."
9186823,Why am I being charged $131.22?,Billing,Bill Dispute,I am currently working on adjusting your bill. The updated amount due will be $81.37.
9186823,Can you adjust my bill?,Billing,Bill Dispute,"Yes, I can manually adjust your bill to remove the charges for the calls you did not make."
9186823,Will my future bills reflect the adjusted amount?,Billing,Bill Dispute,"Yes, your future bills will only show the adjusted amount of $81.37."
9186823,Why does my bill say I owe $131.22?,Billing,Bill Dispute,"The bill includes charges for calls that you did not make, totaling $14.95."
9186823,Do you offer any protection plans or services?,Billing,Bill Dispute,"Yes, we offer protection plans that cover inspections, repairs, and inside wire protection. The cost is $56.56 per day and can be added to your package."
9186823,Why am I not receiving my bills?,Billing,Bill Dispute,"I apologize for the inconvenience. Please provide your correct address, and I will ensure that your bills are sent to the correct location."
9186823,Why am I being charged a late fee?,Billing,Bill Dispute,"The late fee was generated because your payment on November 7th was considered late. However, I can waive the late fee for you."
9190484,How many devices do you have connected to your home?,Account Management,Close Account,Four.
9190484,Is the phone number ending in 3066 a good contact number?,Account Management,Close Account,Yes.
9190484,Were you wanting the service to disconnect at the end of the billing cycle?,Account Management,Close Account,"If possible, I would like to disconnect it today."
9190484,Do you have 40 megabytes of internet service?,Account Management,Close Account,Yes.
9190484,You will receive an email with instructions on how to return the modem before December 20th to avoid additional charges. Are you okay with that?,Account Management,Close Account,Yes.
9190484,Can you provide me with the address please?,Account Management,Close Account,"Yes, my address is 209 Planned Avenue, Bentonville, Missouri 65013."
9190484,I was offering some discounts that I could apply for the account. Would you be interested?,Account Management,Close Account,"No, thank you."
9190484,Did you have any problems with our service?,Account Management,Close Account,"Yes, I had issues with the amount of megabytes compared to the price."
9190484,Were you wanting the services to disconnect at the end of the billing cycle?,Account Management,Close Account,"If possible, I would like to disconnect it today."
9190484,Were you wanting to keep this as a pack or disconnect it?,Account Management,Close Account,I want to disconnect it.
9190484,Can I send a text to your mobile number regarding the changes being made on behalf of the account?,Account Management,Close Account,Yes.
9196153,Do I need to pay it now?,Account Management,Update Account Information,"No, you don't need to pay it now. Your bill will be due next month."
9196153,Do you have any home phone or cell phone services?,Account Management,Update Account Information,"No, I only have internet service."
9196153,What number do you want to add to the account?,Account Management,Update Account Information,I want to add the number 479-640-7951.
9196153,Can you update my phone number to my account?,Account Management,Update Account Information,"Yes, I can assist you with that. Can you verify the last four digits of your social security number?"
9196153,I already tried adding the number but it didn't work.,Account Management,Update Account Information,It may take one to two billing cycles for the update to take effect. You can call again to confirm.
9196153,We have a bundle promotion for home phone and internet. Would you like to add it to your account?,Account Management,Update Account Information,"No, I'm not interested."
9196717,Do you offer inside wire protection?,Account Management,Update Account Information,"Yes, we offer inside wire protection for $16 per month."
9196717,How can I log in to the Quick Bill Pay website?,Account Management,Update Account Information,I have sent you an email with instructions on how to set up your account and reset your password.
9196717,What is the reason for changing the last name on the account?,Account Management,Update Account Information,I want to change my last name to my father's name as he adopted me.
9196717,What is the easiest way to connect with the hotline in case of an emergency?,Account Management,Update Account Information,The easiest way to connect with the hotline is through your cell phone number.
9196717,Can I make a partial payment of $50 on December 1st?,Account Management,Update Account Information,"Yes, you can make a payment of $50 on December 1st and request a payment arrangement for the remaining amount."
9196717,Do I need to go through a credit check to change my last name on the account?,Account Management,Update Account Information,"Yes, we need to do a credit check for that change."
9197598,Can you check what's going on with my bill?,Billing,Bill Dispute,"Let me get in there and we'll take a look and if there's any I can do, I can fix it for you."
9197598,Can you fix this amount on my bill?,Billing,Bill Dispute,This amount is totally wrong.
9197598,Can you get a specialist on the line to help me?,Billing,Bill Dispute,I do need to get a specialist on the line so that they can help you.
9197598,Can you fix my bill?,Billing,Bill Dispute,I can fix your account so that you know it would be forty-five plus tax for the phone with unlimited calling.
9197598,Can you bring a specialist on the line to fix my account?,Billing,Bill Dispute,I do need to get a specialist on the line so that they can help you fix your account.
9197598,Can I discontinue my landline?,Billing,Bill Dispute,"As of this Friday, the twenty-fourth, I want to discontinue our landline."
9197598,Can you fix my account?,Billing,Bill Dispute,I can fix your account so that you know it would be forty-five plus tax for the phone with unlimited calling.
9197598,Can you bring a specialist on the line to help me?,Billing,Bill Dispute,I do need to get a specialist on the line so that they can help you.
9197598,Can you send me a new bill?,Billing,Bill Dispute,"They said they would send me a new bill because I said I'll just mark it off on my bill, but they never did send me a new bill."
9197598,Can you bring a specialist on the line to fix my bill?,Billing,Bill Dispute,I do need to get a specialist on the line so that they can help you fix your bill.
9197631,What information do you need to reset my password?,Account Management,Email Change,"To reset your password, I will need either your account number or phone number. Can you please provide me with one of those?"
9197631,"I don't know my account number, but I know my phone number. Can I still reset my password?",Account Management,Email Change,"Yes, that's not a problem. Can you please provide me with your phone number? I will use that to verify your account and reset your password."
9197631,Can you tell me the service address on my account?,Account Management,Email Change,"The service address on your account is 53 County Road 353, Unit 4, Gary, Missouri 65791."
9197631,How can I reset my password?,Account Management,Email Change,"To reset your password, I will need to verify your account. Can you please provide me with your account number or phone number?"
9197631,Can you reset my password for me?,Account Management,Email Change,"Certainly! To reset your password, I will need to verify your account. Can you please provide me with your account number or phone number?"
9197631,I forgot my password. Can you help me reset it?,Account Management,Email Change,"Of course! To reset your password, I will need to verify your account. Can you please provide me with your account number or phone number?"
9197631,"I received a temporary password, but I don't know what it is. Can you help me?",Account Management,Email Change,"Yes, I can help you with that. Let me reset your password on my end. Before we proceed, I just need to verify your account. Can you please provide me with your account number or phone number?"
9197671,When will the discount be applied to my account?,Payments,Account Credit,It could take up to a billing cycle for it to be applied.
9197671,Can you add the discount to my account?,Payments,Account Credit,"Yes, ma'am, I can go ahead and request to have this sent over to be applied to your account."
9197671,Why didn't I receive the discount for my application?,Payments,Account Credit,"Well, I do apologize, but I'm not sure. It looks like whenever you put in your application ID number, you didn't put the dash in it, so that's why you didn't get the discount."
9197671,Did you send me an email regarding the discount?,Payments,Account Credit,"Yes, ma'am, I did send over the request with the corrected ID number, so it could take up to two billing cycles."
9197671,Did I receive the discount for my application?,Payments,Account Credit,"Yes, ma'am, I do see where you received the thirty dollar credit."
9197671,Can I get a credit for the months I was supposed to receive the discount?,Payments,Account Credit,"As far as that, I don't have any definite information on that, Linda, and I do apologize. It's because I'm not sure if your application wasn't filled out right, and that's why you didn't get the discount."
9202690,Am I under any type of contract?,Billing,Bill Cycle Date,"No, you are not under contract for your current service."
9202690,How does my billing cycle run?,Billing,Bill Cycle Date,Your billing cycle starts on the second of each month and ends on the first of the following month.
9202690,Why am I unable to view my bills on the app?,Billing,Bill Cycle Date,There is currently a maintenance issue causing errors. You can try accessing your bill through our website instead.
9202690,How long will the maintenance be going on?,Billing,Bill Cycle Date,The maintenance is expected to last for about six to eight days.
9202690,What number do I need to call to cancel my service?,Billing,Bill Cycle Date,You can call the same number you contacted me on to request cancellation.
9202690,Can you provide me with the billing department's number?,Billing,Bill Cycle Date,You can call the same number you contacted me on for assistance with billing.
9202690,Why does your automated system tell me that my account is past due when the app says it's not due until the 27th?,Billing,Bill Cycle Date,The automated system may have outdated information. Your bill is actually due on the 27th.
9202690,Why am I not able to view my billing statements online?,Billing,Bill Cycle Date,There may be a maintenance issue with the app. You can try accessing your bill through our website.
9202690,What number do I need to call for temporary account suspension?,Billing,Bill Cycle Date,You can call our customer service number for temporary account suspension.
9204270,Can I transfer the account to someone else's name?,Account Management,Affordable Connectivity Program,"Yes, you can transfer the account to someone else's name, but we will need their verbal authorization and personal information."
9204270,Can I apply for the connectivity program?,Account Management,Affordable Connectivity Program,"Yes, you can apply for the connectivity program if you meet the eligibility criteria."
9204270,What information do I need to provide for the account transfer?,Account Management,Affordable Connectivity Program,You will need to provide the new account holder's name and their social security number.
9204270,What should I do to change the account holder's name?,Account Management,Affordable Connectivity Program,You need to have the account holder call us to provide their verbal authorization and complete the change of responsibility process.
9204270,Can I change the account holder's name without their approval?,Account Management,Affordable Connectivity Program,"No, we cannot change the account holder's name without their verbal authorization."
9204270,What is the connectivity program?,Account Management,Affordable Connectivity Program,The connectivity program is a program that provides certain benefits for eligible individuals to stay connected.
9204270,What is the phone number to call for the account transfer?,Account Management,Affordable Connectivity Program,The phone number to call for the account transfer is [phone number].
9206258,Can you send it to a different email address?,Account Management,Vacation Mode,"Yes, please provide me with the email address."
9206258,Can I restore my account from vacation mode?,Account Management,Vacation Mode,"Yes, you can restore your account from vacation mode by giving us a call."
9206258,Can you send it to my email?,Account Management,Vacation Mode,"Yes, I can send it to your email."
9206258,Can you help me with the next steps?,Account Management,Vacation Mode,"Yes, I can help you with the next steps."
9206258,Can I cancel my internet service?,Account Management,Vacation Mode,"Yes, you can cancel your internet service."
9206258,Can you resend the link?,Account Management,Vacation Mode,"Yes, I can resend the link."
9206258,Can I put my account on hold?,Account Management,Vacation Mode,"Yes, we can put your account on hold in a vacation mode."
9206258,Can you send it to my address?,Account Management,Vacation Mode,"Yes, please provide me with your address."
9206258,Can I pay my bill tomorrow?,Account Management,Vacation Mode,"Yes, you can pay your bill tomorrow."
9206258,How long can my account be on hold?,Account Management,Vacation Mode,Your account can be on hold for a maximum of nine months.
9206258,Can you check if I received the text or email?,Account Management,Vacation Mode,"Yes, I can check if you received the text or email."
9206258,Can you submit the order for me?,Account Management,Vacation Mode,"Yes, I can submit the order for you."
9206258,Can you send me the summary of charges?,Account Management,Vacation Mode,"Yes, I can send you the summary of charges."
9206258,Can you send the link to a different phone number?,Account Management,Vacation Mode,"Yes, please provide me with the phone number."
9206258,Can you resend it again?,Account Management,Vacation Mode,"Yes, I can resend it again."
9210273,Should I send the payment for thirty-four thirty-five dollars?,Service Management,Others,"No, you should send the payment for sixty-nine dollars instead."
9210273,Can the charges be added on the thirtieth floor?,Service Management,Others,"Now we're replacing or upgrading your bundle, so the charges will be added to your bill."
9210273,Can I get another plan to be able to call other people?,Service Management,Others,"Yes, we can see if there's another plan that you could be on for your phone."
9210273,What is the monthly recurring price for my services?,Service Management,Others,The monthly recurring price for your services will be forty-five dollars.
9210273,What do you mean by your service changed?,Service Management,Others,Well right now I can't call anybody unless it's an eight hundred number.
9210273,How do I open the link you mentioned?,Service Management,Others,"Since you have a cell phone, I can send you a link to go ahead and look at the quote for these changes."
9210273,How much will the unlimited long distance plan cost?,Service Management,Others,"For the unlimited long distance and the price for life, it will be forty-five dollars before taxes."
9210447,How much do I need to pay now?,Billing,Account Balance Inquiry,You need to pay $169.34.
9210447,What is the reason for my call?,Billing,Account Balance Inquiry,What is the reason of your call?
9210447,Will my telephone still be on?,Billing,Account Balance Inquiry,"Yes, your telephone will still be on."
9210447,How do I disconnect my services and return the modem?,Billing,Account Balance Inquiry,I can help you with that. Can you provide me your account number and service address?
9210447,How much will my telephone bill be going forward?,Billing,Account Balance Inquiry,Your telephone bill will be $45 plus tax.
9210447,How do I get a box and a return label for the modem?,Billing,Account Balance Inquiry,Let me verify the process for the return of the modem.
9210679,Do you have kids or elderly at home?,Payments,Payment Arrangement,"Yes, I have a kid."
9210679,Will the payment be deducted from my account on Monday?,Payments,Payment Arrangement,"Yes, the payment will be deducted on Monday."
9210679,Can I make a payment for this amount?,Payments,Payment Arrangement,"Yes, the amount is $35.79."
9210679,Can you verify my card information?,Payments,Payment Arrangement,"Sure, please provide me with your card details."
9210679,What is the routing number?,Payments,Payment Arrangement,"I don't have the routing number, but you can use your debit card."
9210679,When can I make the payment?,Payments,Payment Arrangement,I suggest making the payment on Monday.
9210679,How is the signal at your location?,Payments,Payment Arrangement,The signal is good for making phone calls.
9210679,Do you already have a phone at home?,Payments,Payment Arrangement,"Yes, my kid has a phone."
9210679,Can I input my debit card information?,Payments,Payment Arrangement,"Yes, I will transfer you to our secure line for inputting your card information."
9210679,What payment method should I use?,Payments,Payment Arrangement,You can use your checking account.
9210679,Can you make payment arrangements for my bill?,Payments,Payment Arrangement,"Sure, let me go ahead and assist you with your payment arrangement."
9210679,Can I end the call now?,Payments,Payment Arrangement,"Yes, you can end the call. Thank you and have a good day."
9210679,Can I call back in the future to bundle my service?,Payments,Payment Arrangement,"Yes, you can call us back in the future to bundle your service."
9210679,What is the hesitation for having a home phone?,Payments,Payment Arrangement,"No hesitation, thank you."
9210679,Can I make international calls with the home phone service?,Payments,Payment Arrangement,"Yes, you can make international calls with the home phone service."
9210863,Can I throw away the collection notices I've been receiving?,Billing,Account Sent To Collections,"As long as you are not liable for the bills, you can discard the collection notices."
9210863,Is this bill for Pleasant Hill Pets and Livestock Center?,Billing,Account Sent To Collections,"Yes, this bill is for Pleasant Hill Pets and Livestock Center."
9210863,What is this bill for and when was the service active?,Billing,Account Sent To Collections,"The bill is for the Pleasant Hill Pets and Livestock Center and the service was active until November 27, 2023."
9210863,Who does the account belong to?,Billing,Account Sent To Collections,The account belongs to Christine Ashley.
9210863,Are all services suspended with this account?,Billing,Account Sent To Collections,"Yes, all services on this account are currently suspended due to nonpayment."
9210863,Can you stop sending bills to my address?,Billing,Account Sent To Collections,"We can change the information in the account, but you will need to speak with the previous owner to address this concern correctly."
9210863,Do you have any further questions?,Billing,Account Sent To Collections,"No, that's all. I just wanted to check responsibility."
9221112,Do I need to pay another bill?,Account Management,Close Account,Your service will be disconnected today and you will not have any other bills to pay. Your last bill that you already paid will be your final bill.
9221112,Can you confirm the best number to reach you?,Account Management,Close Account,"The best number to reach you is 4068905135, correct?"
9221112,Can I send you a text message with the disconnection information?,Account Management,Close Account,I will send you a text message with the information about the disconnection.
9221238,Can you check if the payment has been received?,Account Management,Account Activity,"Yes, I will check if the payment has been received."
9221238,What is happening with my new service installation?,Account Management,Account Activity,"We installed a new service on the twenty first, but we don't have an account number and we can't find any information."
9221238,Can you help me with my issue?,Account Management,Account Activity,"Yes, I will get my care team online to assist you."
9221238,How can I pay for the service?,Account Management,Account Activity,"We set up automatic withdrawal, but we don't have any information on how to make the payment."
9221893,Why can't I activate my breath?,Account Management,Online Account Access,It seems that there is an issue on the accounting side. We are waiting for you to resolve it.
9221893,Can you call me when you get the office phone to load this up?,Account Management,Online Account Access,"Sure, I will call you when I have the office phone ready."
9221893,Did you set up any account before with this account number?,Account Management,Online Account Access,I can't remember if I set up any account before.
9221893,What is the full billing address?,Account Management,Online Account Access,"The full billing address is 92 Kilgore Road, Carrollton, Georgia 30116."
9221893,Can you call me when you get less jobs dot blue and I'll pay?,Account Management,Online Account Access,"I'm sorry, I didn't understand that question."
9221893,Why am I already having an account here and unable to set it up?,Account Management,Online Account Access,"It's possible that you set up an account with CenturyLink earlier, which is causing the issue. We need to verify the information."
9221893,How do I register a new account if I can't set it up?,Account Management,Online Account Access,You can register a new account through our control center and online webpage.
9223297,Can I pay the past due amount and return the equipment?,Billing,Others,"Yes, you can pay the past due amount and return the equipment."
9223297,What is the reason for my high bill?,Billing,Others,The reason for your high bill is that there is a forwarded balance from the previous bill and a current charge on your account.
9223297,Can I call you back after I talk to someone else?,Billing,Others,"Yes, you can call us back after you talk to someone else."
9223297,How much is the convenience fee for processing the payment?,Billing,Others,The convenience fee for processing the payment is $6.09.
9223297,Can I cancel my service without any charge?,Billing,Others,"Yes, you can cancel your service without any charge."
9223297,Can you send me a confirmation number for the payment?,Billing,Others,"Yes, we will send a confirmation number to your email."
9223297,Do I have a contract with Verizon?,Billing,Others,"No, you do not have a contract with Verizon."
9223297,Can you offer me a one month free service to change my mind?,Billing,Others,"Yes, we can offer you a one month free service to change your mind."
9223297,Can I break the contract anytime?,Billing,Others,"Yes, you can break the contract anytime."
9224912,Can I get fiber internet right now?,Account Management,Online Account Access,"No, it is not available yet. We can notify you when it becomes available."
9224912,What is my current rate?,Account Management,Online Account Access,Your current rate is $666.05.
